study_accession,paper_id,pmid,pmcid,doi,title
PRJNA475246,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA489090,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA497734,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA504891,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA529124,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA542703,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA543520,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA543967,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA549787,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA588513,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA633576,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA644725,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA688164,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA695570,38441032,38441032.0,PMC11019788,10.1128/msystems.01294-23,Taxonomic and metabolic development of the human gut microbiome across life stages: a worldwide metagenomic investigation.
PRJNA475246,38486699,38486699.0,PMC10937581,10.3389/fmicb.2024.1292377,Inspecting mother-to-infant microbiota transmission: disturbance of strain inheritance by cesarian section.
PRJNA991269,38589361,38589361.0,PMC11001937,10.1038/s41467-024-47182-y,Comparative characterization of the infant gut microbiome and their maternal lineage by a multi-omics approach.
PRJNA893826,38622998,38622998.0,PMC11021048,10.7554/elife.91853,High-risk <i>Escherichia coli</i> clones that cause neonatal meningitis and association with recrudescent infection.
PRJNA747761,38652229,38652229.0,PMC12405034,10.1007/s12602-024-10259-7,Comparative Genome Analysis and Characterization of the Probiotic Properties of Lactic Acid Bacteria Isolated from the Gastrointestinal Tract of Wild Boars in the Czech Republic.
PRJNA715601,38730321,38730321.0,PMC11084089,10.1186/s40168-024-01800-5,Co-localization of antibiotic resistance genes is widespread in the infant gut microbiome and associates with an immature gut microbial composition.
PRJNA296814,38760865,38760865.0,PMC11101342,10.1186/s13229-024-00597-2,Prospective association of the infant gut microbiome with social behaviors in the ECHO consortium.
PRJNA695570,38760865,38760865.0,PMC11101342,10.1186/s13229-024-00597-2,Prospective association of the infant gut microbiome with social behaviors in the ECHO consortium.
PRJNA988496,38773685,38773685.0,PMC11109039,10.1002/ctm2.1695,"Faecal zonulin, calprotectin and the infant microbiome in early life."
PRJNA695070,38818221,38818221.0,PMC10989755,10.1002/mlf2.12034,Maternal and neonatal viromes indicate the risk of offspring's gastrointestinal tract exposure to pathogenic viruses of vaginal origin during delivery.
PRJEB6456,38868710,38868710.0,PMC10989911,10.1002/imt2.41,StrainPanDA: Linked reconstruction of strain composition and gene content profiles via pangenome-based decomposition of metagenomic data.
PRJEB74322,38870906,38870906.0,PMC11183301,10.1016/j.chom.2024.05.005,Birthmode and environment-dependent microbiota transmission dynamics are complemented by breastfeeding during the first year.
PRJEB6456,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA273761,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA290380,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA294605,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA301903,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA322188,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA327106,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA339914,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA352475,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA376566,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA384716,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA390646,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA473126,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA475246,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA489090,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA63661,38882494,38882494.0,PMC11170968,10.1002/imt2.169,"Infant age inversely correlates with gut carriage of resistance genes, reflecting modifications in microbial carbohydrate metabolism during early life."
PRJNA1076911,38995243,38995243.0,PMC11316550,10.1099/mgen.0.001269,Delivery mode is a larger determinant of infant gut microbiome composition at 6 weeks than exposure to peripartum antibiotics.
PRJNA1056831,39006502,39006502.0,PMC11246047,10.1016/j.jhepr.2024.101090,Gut &lt;i&gt;Bifidobacterium longum&lt;/i&gt; is associated with better native liver survival in patients with biliary atresia.
PRJNA1019702,39043677,39043677.0,PMC11266569,10.1038/s41467-024-50282-4,Human cytomegalovirus in breast milk is associated with milk composition and the infant gut microbiome and growth.
PRJNA1130109,39081889,39081889.0,PMC11287775,10.3389/fmicb.2024.1371292,The infants' gut microbiome: setting the stage for the early onset of obesity.
PRJNA473126,39102225,39102225.0,PMC12549143,10.1001/jamapediatrics.2024.2626,Bifidobacterium and Lactobacillus Probiotics and Gut Dysbiosis in Preterm Infants: The PRIMAL Randomized Clinical Trial.
PRJNA1085219,39134593,39134593.0,PMC11319485,10.1038/s41598-024-69275-w,Antibiotic resistance gene dynamics in the commensal infant gut microbiome over the first year of life.
PRJEB32631,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJEB6456,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA231909,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA272371,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA273761,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA287207,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA290380,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA294605,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA296814,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA301903,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA322188,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA327106,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA339914,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA345144,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA352475,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA376566,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA379120,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA384716,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA390646,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA396794,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA436562,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA473126,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA475246,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA489090,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA524703,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA542703,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA543520,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA549787,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA557731,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA698986,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA715601,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA716780,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA916952,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJNA1086674,39138352,39138352.0,PMC12055563,10.1038/s41390-024-03440-9,The impact of breastfeeding on the preterm infant's microbiome and metabolome: a pilot study.
PRJNA1081952,39143045,39143045.0,PMC11324872,10.1038/s41467-024-51326-5,Community use of oral antibiotics transiently reprofiles the intestinal microbiome in young Bangladeshi children.
PRJNA1045584,39185682,39185682.0,PMC11352790,10.1080/19490976.2024.2394248,Gut virome and microbiome dynamics before and after SARS-CoV-2 infection in women living with HIV and their infants.
PRJEB39610,39216480,39216480.0,PMC11524953,10.1016/j.xcrm.2024.101708,"Human milk microbiota, oligosaccharide profiles, and infant gut microbiome in preterm infants diagnosed with necrotizing enterocolitis."
PRJEB32631,39242817,39242817.0,PMC11445081,10.1038/s41564-024-01804-9,Primary succession of Bifidobacteria drives pathogen resistance in neonatal microbiota assembly.
PRJEB6456,39242817,39242817.0,PMC11445081,10.1038/s41564-024-01804-9,Primary succession of Bifidobacteria drives pathogen resistance in neonatal microbiota assembly.
PRJNA400115,39242817,39242817.0,PMC11445081,10.1038/s41564-024-01804-9,Primary succession of Bifidobacteria drives pathogen resistance in neonatal microbiota assembly.
PRJNA806984,39242817,39242817.0,PMC11445081,10.1038/s41564-024-01804-9,Primary succession of Bifidobacteria drives pathogen resistance in neonatal microbiota assembly.
PRJNA994433,39242817,39242817.0,PMC11445081,10.1038/s41564-024-01804-9,Primary succession of Bifidobacteria drives pathogen resistance in neonatal microbiota assembly.
PRJNA1019702,39265573,39265573.0,PMC11602576,10.1016/j.xgen.2024.100638,Human milk variation is shaped by maternal genetics and impacts the infant gut microbiome.
PRJNA1065277,39268487,39268487.0,PMC11390658,10.3389/fcimb.2024.1397675,Delivery mode and maternal gestational diabetes are important factors in shaping the neonatal initial gut microbiota.
PRJEB11419,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJEB12669,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJEB24006,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJEB32135,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJEB39610,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJEB46788,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJEB9150,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA1046438,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA215106,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA268964,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA272371,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA290380,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA300541,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA339914,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA345144,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA352475,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA379120,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA436562,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA473126,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA475246,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA486782,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA497734,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA524703,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA542703,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA543520,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA543967,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA549787,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA557731,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA588513,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA633576,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA695570,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJNA730640,39287373,39287373.0,PMC11494892,10.1128/msystems.00929-24,Exploring the vitamin biosynthesis landscape of the human gut microbiota.
PRJEB51728,39341154,39341154.0,PMC11467582,10.1016/j.ebiom.2024.105362,Bifidobacterium longum and microbiome maturation modify a nutrient intervention for stunting in Zimbabwean infants.
PRJEB48251,39365058,39365058.0,PMC11537119,10.1128/spectrum.01130-24,"Dietary amino acids, macronutrients, vaginal birth, and breastfeeding are associated with the vaginal microbiome in early pregnancy."
PRJNA1081952,39367018,39367018.0,PMC11452624,10.1038/s41467-024-53013-x,Effects of iron supplements and iron-containing micronutrient powders on the gut microbiome in Bangladeshi infants: a randomized controlled trial.
PRJNA1095378,39373498,39373498.0,PMC11542550,10.1128/msphere.00286-24,Increased antibiotic resistance in preterm neonates under early antibiotic use.
PRJEB6456,39428758,39428758.0,PMC11497992,10.1080/19490976.2024.2414975,Species- and subspecies-level characterization of health-associated bacterial consortia that colonize the human gut during infancy.
PRJNA475246,39428758,39428758.0,PMC11497992,10.1080/19490976.2024.2414975,Species- and subspecies-level characterization of health-associated bacterial consortia that colonize the human gut during infancy.
PRJNA486782,39428758,39428758.0,PMC11497992,10.1080/19490976.2024.2414975,Species- and subspecies-level characterization of health-associated bacterial consortia that colonize the human gut during infancy.
PRJNA510445,39428758,39428758.0,PMC11497992,10.1080/19490976.2024.2414975,Species- and subspecies-level characterization of health-associated bacterial consortia that colonize the human gut during infancy.
PRJNA521878,39428758,39428758.0,PMC11497992,10.1080/19490976.2024.2414975,Species- and subspecies-level characterization of health-associated bacterial consortia that colonize the human gut during infancy.
PRJNA630999,39428758,39428758.0,PMC11497992,10.1080/19490976.2024.2414975,Species- and subspecies-level characterization of health-associated bacterial consortia that colonize the human gut during infancy.
PRJNA698986,39428758,39428758.0,PMC11497992,10.1080/19490976.2024.2414975,Species- and subspecies-level characterization of health-associated bacterial consortia that colonize the human gut during infancy.
PRJNA1042647,39440978,39440978.0,PMC11558993,10.1128/mbio.01534-24,Metal availability shapes early life microbial ecology and community succession.
PRJNA1106565,39440978,39440978.0,PMC11558993,10.1128/mbio.01534-24,Metal availability shapes early life microbial ecology and community succession.
PRJNA1145027,39440978,39440978.0,PMC11558993,10.1128/mbio.01534-24,Metal availability shapes early life microbial ecology and community succession.
PRJNA821542,39551356,39551356.0,PMC11747200,10.1016/j.ajcnut.2024.11.011,Associations between dietary fibers and gut microbiome composition in the EDIA longitudinal infant cohort.
PRJNA1112760,39679616,39679616.0,PMC11459832,10.1080/19490976.2024.2410479,Gut microbiota genome features associated with brain injury in extremely premature infants.
PRJNA1143669,39707483,39707483.0,PMC11662858,10.1186/s40168-024-01973-z,Neonates exposed to HIV but uninfected exhibit an altered gut microbiota and inflammation associated with impaired breast milk antibody function.
PRJEB77729,39714161,39714161.0,PMC11756582,10.1128/msystems.01071-24,First-year dynamics of the anaerobic microbiome and archaeome in infants' oral and gastrointestinal systems.
PRJNA379120,39739091,39739091.0,PMC11686179,10.1038/s43856-024-00715-4,Personalized modeling of gut microbiome metabolism throughout the first year of life.
PRJNA595749,39739091,39739091.0,PMC11686179,10.1038/s43856-024-00715-4,Personalized modeling of gut microbiome metabolism throughout the first year of life.
PRJNA497734,39745374,39745374.0,PMC11834438,10.1128/msystems.01570-24,A novel robust network construction and analysis workflow for mining infant microbiota relationships.
PRJNA1177813,39796584,39796584.0,PMC11723031,10.3390/nu17010151,"The Bifidogenic Effect of 2'Fucosyllactose Is Driven by Age-Specific <i>Bifidobacterium</i> Species, Demonstrating Age as an Important Factor for Gut Microbiome Targeted Precision Medicine."
PRJEB32631,39809768,39809768.0,PMC11733223,10.1038/s41467-025-56072-w,Early life microbial succession in the gut follows common patterns in humans across the globe.
PRJEB6456,39809768,39809768.0,PMC11733223,10.1038/s41467-025-56072-w,Early life microbial succession in the gut follows common patterns in humans across the globe.
PRJNA1128723,39809768,39809768.0,PMC11733223,10.1038/s41467-025-56072-w,Early life microbial succession in the gut follows common patterns in humans across the globe.
PRJNA300541,39809768,39809768.0,PMC11733223,10.1038/s41467-025-56072-w,Early life microbial succession in the gut follows common patterns in humans across the globe.
PRJNA339914,39809768,39809768.0,PMC11733223,10.1038/s41467-025-56072-w,Early life microbial succession in the gut follows common patterns in humans across the globe.
PRJNA1042647,39856742,39856742.0,PMC11761179,10.1186/s40168-024-01999-3,Antibiotic exposure is associated with minimal gut microbiome perturbations in healthy term infants.
PRJNA1106565,39856742,39856742.0,PMC11761179,10.1186/s40168-024-01999-3,Antibiotic exposure is associated with minimal gut microbiome perturbations in healthy term infants.
PRJEB32631,39866568,39866568.0,PMC11758915,10.7717/peerj.18602,"Priority effects, nutrition and milk glycan-metabolic potential drive <i>Bifidobacterium longum</i> subspecies dynamics in the infant gut microbiome."
PRJEB66728,39866568,39866568.0,PMC11758915,10.7717/peerj.18602,"Priority effects, nutrition and milk glycan-metabolic potential drive <i>Bifidobacterium longum</i> subspecies dynamics in the infant gut microbiome."
PRJNA322188,39866568,39866568.0,PMC11758915,10.7717/peerj.18602,"Priority effects, nutrition and milk glycan-metabolic potential drive <i>Bifidobacterium longum</i> subspecies dynamics in the infant gut microbiome."
PRJNA352475,39866568,39866568.0,PMC11758915,10.7717/peerj.18602,"Priority effects, nutrition and milk glycan-metabolic potential drive <i>Bifidobacterium longum</i> subspecies dynamics in the infant gut microbiome."
PRJNA475246,39866568,39866568.0,PMC11758915,10.7717/peerj.18602,"Priority effects, nutrition and milk glycan-metabolic potential drive <i>Bifidobacterium longum</i> subspecies dynamics in the infant gut microbiome."
PRJEB76913,39881980,39881980.0,PMC11775010,10.3389/fmicb.2024.1468842,Oxygenation and intestinal perfusion and its association with perturbations of the early life gut microbiota composition of children with congenital heart disease.
PRJNA231909,39885121,39885121.0,PMC11782615,10.1038/s41467-025-56449-x,Metagenomic global survey and in-depth genomic analyses of Ruminococcus gnavus reveal differences across host lifestyle and health status.
PRJNA955235,39945545,39945545.0,PMC11898760,10.1128/mbio.03420-24,Persistent delay in maturation of the developing gut microbiota in infants with cystic fibrosis.
PRJNA1015704,40042126,40042126.0,PMC11881217,10.1002/ppul.71024,Effects of Therapeutic Antibiotic Exposure on the Oropharyngeal and Fecal Microbiota in Infants With Cystic Fibrosis.
PRJEB32631,40048849,40048849.0,PMC11929092,10.1016/j.ebiom.2025.105630,Dynamics of gut resistome and mobilome in early life: a meta-analysis.
PRJEB51728,40048849,40048849.0,PMC11929092,10.1016/j.ebiom.2025.105630,Dynamics of gut resistome and mobilome in early life: a meta-analysis.
PRJEB6456,40048849,40048849.0,PMC11929092,10.1016/j.ebiom.2025.105630,Dynamics of gut resistome and mobilome in early life: a meta-analysis.
PRJNA322188,40048849,40048849.0,PMC11929092,10.1016/j.ebiom.2025.105630,Dynamics of gut resistome and mobilome in early life: a meta-analysis.
PRJNA352475,40048849,40048849.0,PMC11929092,10.1016/j.ebiom.2025.105630,Dynamics of gut resistome and mobilome in early life: a meta-analysis.
PRJNA379120,40048849,40048849.0,PMC11929092,10.1016/j.ebiom.2025.105630,Dynamics of gut resistome and mobilome in early life: a meta-analysis.
PRJNA473126,40048849,40048849.0,PMC11929092,10.1016/j.ebiom.2025.105630,Dynamics of gut resistome and mobilome in early life: a meta-analysis.
PRJNA489090,40048849,40048849.0,PMC11929092,10.1016/j.ebiom.2025.105630,Dynamics of gut resistome and mobilome in early life: a meta-analysis.
PRJNA549787,40048849,40048849.0,PMC11929092,10.1016/j.ebiom.2025.105630,Dynamics of gut resistome and mobilome in early life: a meta-analysis.
PRJNA595749,40048849,40048849.0,PMC11929092,10.1016/j.ebiom.2025.105630,Dynamics of gut resistome and mobilome in early life: a meta-analysis.
PRJNA898628,40048849,40048849.0,PMC11929092,10.1016/j.ebiom.2025.105630,Dynamics of gut resistome and mobilome in early life: a meta-analysis.
PRJNA1113165,40102379,40102379.0,PMC11920048,10.1038/s41467-025-57838-y,Maternal balanced energy-protein supplementation reshapes the maternal gut microbiome and enhances carbohydrate metabolism in infants: a randomized controlled trial.
PRJNA715601,40108202,40108202.0,PMC11923282,10.1038/s41522-025-00674-1,Prophages in the infant gut are pervasively induced and may modulate the functionality of their hosts.
PRJNA1148144,40128855,40128855.0,PMC11931804,10.1186/s40168-025-02079-w,Metagenomic signatures of extraintestinal bacterial infection in the febrile term infant gut microbiome.
PRJNA807448,40175554,40175554.0,PMC12058517,10.1038/s41586-025-08796-4,Bifidobacteria support optimal infant vaccine responses.
PRJNA1072081,40237336,40237336.0,PMC12005435,10.1080/19490976.2025.2493900,Exclusive breastfeeding is associated with the gut microbiome maturation in infants according to delivery mode.
PRJNA1217583,40299456,40299456.0,PMC12024737,10.3390/biomedicines13040838,Alterations in Gut Microbiota of Infants Born to Mothers with Obesity.
PRJNA949528,40299456,40299456.0,PMC12024737,10.3390/biomedicines13040838,Alterations in Gut Microbiota of Infants Born to Mothers with Obesity.
PRJEB32631,40328944,40328944.0,PMC12122369,10.1038/s41564-025-01983-z,Longitudinal profiling of low-abundance strains in microbiomes with ChronoStrain.
PRJEB32631,40396737,40396737.0,PMC12172464,10.1128/msystems.00472-25,parafac4microbiome: exploratory analysis of longitudinal microbiome data using parallel factor analysis.
PRJNA949528,40399402,40399402.0,PMC12095471,10.1038/s41598-025-02013-y,Parity influences postpartum adaptations in the maternal gut microbiota.
PRJEB82926,40431157,40431157.0,PMC12114409,10.3390/microorganisms13050984,The Impact of Probiotic Supplementation on the Development of the Infant Gut Microbiota: An Exploratory Follow-Up of a Randomised Controlled Trial.
PRJNA979436,40442154,40442154.0,PMC12122682,10.1038/s41522-025-00714-w,Integrated multi-omics reveals different host crosstalk of atopic dermatitis-enriched Bifidobacterium longum Strains.
PRJNA986854,40467587,40467587.0,PMC12137722,10.1038/s41467-025-60508-8,"Prenatal exposure to trace elements impacts mother-infant gut microbiome, metabolome and resistome during the first year of life."
